Titulo,Pais,Ano,Minutagem,Genero,Sinopse
"Ram Dass, Going Home",United States,2018,32,"Documentaries, Faith & Spirituality",from his home on maui  pioneering researcher  author and spiritual teacher ram dass reflects on love  life and death as his own days draw to a close 
Seth Rogen's Hilarity for Charity,United States,2018,70,Stand-Up Comedy,seth rogen and friends combine stand up  sketches and music for an outrageous comedy special that could only come from the mind of seth 
Sun Dogs,"Mexico, United States",2017,94,"Comedies, Dramas, Independent Movies",rejected by the marines but eager to serve his country after 9 11  a simple minded man performs amateur terrorist surveillance with a young runaway 
Todo lo que sería Lucas Lauriente,Argentina,2018,78,Stand-Up Comedy,in his stand up set  argentine comic lucas lauriente animatedly rattles off reflections on different generations and begs kids to stop saying  goals  
Day of the Dead: Bloodline,Bulgaria,2018,91,"Horror Movies, Independent Movies",a former medical student battles for survival against an evil human zombie hybrid determined to destroy her  in this reimagining of the 1985 classic 
Fary Is the New Black,France,2018,75,Stand-Up Comedy,armed with sly wit  a fresh outlook and plenty of style  french comedy star fary veers from dating to stereotypes and beyond in this exclusive special 
Ittefaq,India,2017,105,"Dramas, International Movies, Thrillers",a homemaker and a writer are prime suspects   and the only witnesses   in a double murder  and it s up to one detective to uncover the elusive truth 
A Sort of Family,"Argentina, Brazil, France, Poland, Germany, Denmark",2017,96,"Dramas, International Movies, Thrillers",an argentine doctor faces legal and ethical challenges when she travels to the countryside to pick up the infant she has been waiting to adopt 
Billu,India,2009,132,"Dramas, International Movies",an indian village is abuzz with news that a major movie star is coming to town   even more so because the town barber went to school with him  but as the day of the actor s visit approaches  the humble barber begins to worry he won t be recognized 
John Mulaney: New in Town,United States,2012,60,Stand-Up Comedy,stand up comedian john mulaney tackles such red hot topics as quicksand  motown singers and an elderly man he once met in a bathroom 
Main Hoon Na,India,2004,171,"Action & Adventure, Comedies, Dramas",major ram prasad sharma yearns to see project mission milaap come to fruition and usher in an era of peace between two warring countries  but the evil raghavan will do anything to stop the peace process 
Metro,India,2016,116,"Dramas, International Movies, Thrillers",disgusted by the gold chain snatchers in his home city of chennai  a man vows to combat the criminal menace by taking the law into his own hands 
Om Shanti Om,India,2007,169,"Comedies, Dramas, International Movies",reincarnated 30 years after being killed in a suspicious on set fire  a small time actor is determined to punish the person who ignited the blaze 
Paheli,India,2005,134,"Dramas, International Movies, Romantic Movies",traditional indian folklore comes alive in this charming film based on a story by statwart vijaydan detha 
Phir Bhi Dil Hai Hindustani,India,2000,159,"Comedies, Dramas, International Movies",in this bollywood entertainment  two journalists  ajay and ria  work for rival tv stations and compete heavily to mask their feelings for each other 
Revolt,United Kingdom,2017,87,"Action & Adventure, Sci-Fi & Fantasy",following a devastating alien invasion  an american soldier and a french foreign aid worker attempt to find refuge in the kenyan countryside 
First Match,United States,2018,103,"Dramas, Independent Movies, Sports Movies",a tenacious high school girl raised in foster homes in the inner city tries to reconnect with her ex con father by joining a boys wrestling team 
Happy Anniversary,United States,2018,78,"Comedies, Romantic Movies",a quirky couple spends their three year dating anniversary looking back at their relationship and contemplating whether they should break up 
Sofía Niño de Rivera: Selección Natural,Mexico,2018,62,Stand-Up Comedy,mexico s sof a ni o de rivera brings her dark humor to the stage with jokes about marriage traps  sexually attractive leopards and funny funerals 
The Titan,"United Kingdom, Spain, United States, Germany",2018,97,"Dramas, Sci-Fi & Fantasy, Thrillers",on a bleak future earth  a soldier endures a radical genetic transformation to save humanity  but his wife fears he s becoming more creature than man 
Trailer Park Boys: Countdown to Liquor Day,Canada,2009,102,"Comedies, Cult Movies",after their latest jail stint  boozy pals julian  bubbles and ricky plan to go legit but learn trailer park manager jim aims to demolish their homes 
Trailer Park Boys: The Movie,Canada,2006,95,"Comedies, Cult Movies",in this feature length adventure  ricky  julian and bubbles   just out of jail   plan the lamest scheme yet  to get rich by stealing tons of change 
Birdshot,"Philippines, Qatar",2016,115,"Dramas, International Movies, Thrillers",a sheltered farm girl inadvertently shoots an endangered philippine eagle  setting off a police investigation that exposes violence and corruption 
"Game Over, Man!",United States,2018,102,"Action & Adventure, Comedies",three buddies with big dreams go from underachieving slackers to badass warriors when their posh hotel is taken over by terrorists 
Layla M.,"Netherlands, Belgium, Germany, Jordan",2016,99,"Dramas, International Movies",in response to the repeated bigotry she faces  a muslim teen in amsterdam tries to find a sense of belonging in the world of fundamentalist islam 
Paradox,United States,2018,74,"Dramas, Independent Movies, Music & Musicals",neil young and his band of outlaws sow seeds of strange mischief and musical wonder under western skies in this dreamlike film by daryl hannah 
Roxanne Roxanne,United States,2018,100,"Dramas, Music & Musicals",she grew up in a tough new york neighborhood in the  80s and made history with  roxanne s revenge   the story of teen battle rap champ roxanne shante 
Secret Superstar,India,2017,150,"Dramas, International Movies, Music & Musicals",a talented teenage singer songwriter living amid domestic abuse becomes a youtube sensation after a video in which she hides her identity goes viral 
Benji,"United Arab Emirates, United States",2018,87,"Children & Family Movies, Dramas",a determined dog comes to the rescue and helps heal a broken family when a young boy and his sister stumble into some serious danger 
Take Your Pills,United States,2018,88,Documentaries,in a hypercompetitive world  drugs like adderall offer students  athletes  coders and others a way to do more   faster and better  but at what cost 
In This Corner of the World,Japan,2016,129,"Anime Features, Children & Family Movies, International Movies",suzu marries into a family living outside of hiroshima and quickly settles into her new life  until world war ii challenges her ability to survive 
Jag älskar dig: En skilsmässokomedi,Sweden,2016,91,"Comedies, Dramas, International Movies",tired of her passionless marriage  marianne wants a separation from her husband  gustav  who  in response  decides to make a big change of his own 
The Art of Loving,Poland,2017,115,"Dramas, International Movies",during communist rule  a polish gynecologist and sexologist defies taboo and fights to publish her groundbreaking book on love and sex 
